kod,title,task_id,distractor_1,distractor_2,distractor_3,target,full_text,sentence_with_gap,sentence_with_answer
46Dc86,Sheila,36,fulfilled,achieved,succeeded,managed,"Sheila had taken on a heavy load of six classes for her first semester. She wanted to get her obligatory classes out of the way as quickly as possible, so she took more than she could enjoy. But she found that she liked the ones she had signed up for, including an eighteenth-century English literature class, which required writing. She knew it was good for her to write more than crime stories and mysteries. She had a lot of reading to do at night, and loved being challenged by the work. Most of her high school classes had been easy for her, and it was exciting to be taking more challenging courses, taught by professors she admired. She noticed that one of her roommates studied as much as she did and they went to the library together. She was from China and a physics major. She'd wanted to enter Oxford and didn't get in, but was hoping to try again and transfer to sophomore year. At the end of the first month, Sheila went home, delighted to see the family and have a weekend with them, although she had brought home a lot of reading to do. She failed to write any of her own stories for a month, and was frustrated about it. Her sister Mary came to her room after dinner on her first night back, and they talked into the night. Mary was upset that Sheila had no social life, she preferred to spend every moment on her book. At last Sheila managed to finish the book.",At last Sheila 36 ______ to finish the book.,At last Sheila managed to finish the book.
485615,Julie,30,worry,envy,duty,hurry,"Two things happened to Julie in the summer before her senior year at Chicago College. Her literary agent Celesta sold her second and third books to the same publisher for twice the money for each book as Julie got for the first one. The reviews on her first book had been excellent, and the publisher was in a hurry to publish Heroes, her second book, in time for Christmas that year. Celesta hadn't offered them her recently finished fourth book. Julie and Hadson, her editor, still wanted to improve it. And Celesta wanted to see how the next one did. If it was as successful as she hoped, she was going to ask for a lot more money on the next contract. The second thing that happened that summer was that totally by accident, through the creative writing professor, she got a summer job in Washington working for a major publisher for two months. The professor called her and asked if she'd be interested, and Julie wanted the job. It was a different publisher than her own, and she wanted to learn more about the business. She discussed it with Celesta that night, who encouraged her to do it, and she accepted the next day. It was an internship so the pay was minimal, but she had the money from her book deal, and still more than enough of what her father had left her. It was going to be an exciting summer for her. Julie loved being in Washington and learning more about publishing, and writing a completely different kind of book than she wrote before, although her first two books had terrific reviews.","The reviews on her first book had been excellent, and the publisher was in a 30 ______ to publish Heroes, her second book, in time for Christmas that year.","The reviews on her first book had been excellent, and the publisher was in a hurry to publish Heroes, her second book, in time for Christmas that year."
485615,Julie,31,suggested,provided,supplied,offered,"Two things happened to Julie in the summer before her senior year at Chicago College. Her literary agent Celesta sold her second and third books to the same publisher for twice the money for each book as Julie got for the first one. The reviews on her first book had been excellent, and the publisher was in a hurry to publish Heroes, her second book, in time for Christmas that year. Celesta hadn't offered them her recently finished fourth book. Julie and Hadson, her editor, still wanted to improve it. And Celesta wanted to see how the next one did. If it was as successful as she hoped, she was going to ask for a lot more money on the next contract. The second thing that happened that summer was that totally by accident, through the creative writing professor, she got a summer job in Washington working for a major publisher for two months. The professor called her and asked if she'd be interested, and Julie wanted the job. It was a different publisher than her own, and she wanted to learn more about the business. She discussed it with Celesta that night, who encouraged her to do it, and she accepted the next day. It was an internship so the pay was minimal, but she had the money from her book deal, and still more than enough of what her father had left her. It was going to be an exciting summer for her. Julie loved being in Washington and learning more about publishing, and writing a completely different kind of book than she wrote before, although her first two books had terrific reviews.",Celesta hadn't 31 ______ them her recently finished fourth book.,Celesta hadn't offered them her recently finished fourth book.
485615,Julie,32,inspire,impress,influence,improve,"Two things happened to Julie in the summer before her senior year at Chicago College. Her literary agent Celesta sold her second and third books to the same publisher for twice the money for each book as Julie got for the first one. The reviews on her first book had been excellent, and the publisher was in a hurry to publish Heroes, her second book, in time for Christmas that year. Celesta hadn't offered them her recently finished fourth book. Julie and Hadson, her editor, still wanted to improve it. And Celesta wanted to see how the next one did. If it was as successful as she hoped, she was going to ask for a lot more money on the next contract. The second thing that happened that summer was that totally by accident, through the creative writing professor, she got a summer job in Washington working for a major publisher for two months. The professor called her and asked if she'd be interested, and Julie wanted the job. It was a different publisher than her own, and she wanted to learn more about the business. She discussed it with Celesta that night, who encouraged her to do it, and she accepted the next day. It was an internship so the pay was minimal, but she had the money from her book deal, and still more than enough of what her father had left her. It was going to be an exciting summer for her. Julie loved being in Washington and learning more about publishing, and writing a completely different kind of book than she wrote before, although her first two books had terrific reviews.","Julie and Hadson, her editor, still wanted to 32 ______ it.","Julie and Hadson, her editor, still wanted to improve it."
485615,Julie,33,occasion,matter,incident,accident,"Two things happened to Julie in the summer before her senior year at Chicago College. Her literary agent Celesta sold her second and third books to the same publisher for twice the money for each book as Julie got for the first one. The reviews on her first book had been excellent, and the publisher was in a hurry to publish Heroes, her second book, in time for Christmas that year. Celesta hadn't offered them her recently finished fourth book. Julie and Hadson, her editor, still wanted to improve it. And Celesta wanted to see how the next one did. If it was as successful as she hoped, she was going to ask for a lot more money on the next contract. The second thing that happened that summer was that totally by accident, through the creative writing professor, she got a summer job in Washington working for a major publisher for two months. The professor called her and asked if she'd be interested, and Julie wanted the job. It was a different publisher than her own, and she wanted to learn more about the business. She discussed it with Celesta that night, who encouraged her to do it, and she accepted the next day. It was an internship so the pay was minimal, but she had the money from her book deal, and still more than enough of what her father had left her. It was going to be an exciting summer for her. Julie loved being in Washington and learning more about publishing, and writing a completely different kind of book than she wrote before, although her first two books had terrific reviews.","The second thing that happened that summer was that totally by 33 ______, through the creative writing professor, she got a summer job in Washington working for a major publisher for two months.","The second thing that happened that summer was that totally by accident, through the creative writing professor, she got a summer job in Washington working for a major publisher for two months."
485615,Julie,34,career,profession,occupation,job,"Two things happened to Julie in the summer before her senior year at Chicago College. Her literary agent Celesta sold her second and third books to the same publisher for twice the money for each book as Julie got for the first one. The reviews on her first book had been excellent, and the publisher was in a hurry to publish Heroes, her second book, in time for Christmas that year. Celesta hadn't offered them her recently finished fourth book. Julie and Hadson, her editor, still wanted to improve it. And Celesta wanted to see how the next one did. If it was as successful as she hoped, she was going to ask for a lot more money on the next contract. The second thing that happened that summer was that totally by accident, through the creative writing professor, she got a summer job in Washington working for a major publisher for two months. The professor called her and asked if she'd be interested, and Julie wanted the job. It was a different publisher than her own, and she wanted to learn more about the business. She discussed it with Celesta that night, who encouraged her to do it, and she accepted the next day. It was an internship so the pay was minimal, but she had the money from her book deal, and still more than enough of what her father had left her. It was going to be an exciting summer for her. Julie loved being in Washington and learning more about publishing, and writing a completely different kind of book than she wrote before, although her first two books had terrific reviews.","The professor called her and asked if she'd be interested, and Julie wanted the 34 ______.","The professor called her and asked if she'd be interested, and Julie wanted the job."
485615,Julie,35,assisted,allowed,admitted,accepted,"Two things happened to Julie in the summer before her senior year at Chicago College. Her literary agent Celesta sold her second and third books to the same publisher for twice the money for each book as Julie got for the first one. The reviews on her first book had been excellent, and the publisher was in a hurry to publish Heroes, her second book, in time for Christmas that year. Celesta hadn't offered them her recently finished fourth book. Julie and Hadson, her editor, still wanted to improve it. And Celesta wanted to see how the next one did. If it was as successful as she hoped, she was going to ask for a lot more money on the next contract. The second thing that happened that summer was that totally by accident, through the creative writing professor, she got a summer job in Washington working for a major publisher for two months. The professor called her and asked if she'd be interested, and Julie wanted the job. It was a different publisher than her own, and she wanted to learn more about the business. She discussed it with Celesta that night, who encouraged her to do it, and she accepted the next day. It was an internship so the pay was minimal, but she had the money from her book deal, and still more than enough of what her father had left her. It was going to be an exciting summer for her. Julie loved being in Washington and learning more about publishing, and writing a completely different kind of book than she wrote before, although her first two books had terrific reviews.","She discussed it with Celesta that night, who encouraged her to do it, and she 35 ______ the next day.","She discussed it with Celesta that night, who encouraged her to do it, and she accepted the next day."
485615,Julie,36,therefore,otherwise,moreover,although,"Two things happened to Julie in the summer before her senior year at Chicago College. Her literary agent Celesta sold her second and third books to the same publisher for twice the money for each book as Julie got for the first one. The reviews on her first book had been excellent, and the publisher was in a hurry to publish Heroes, her second book, in time for Christmas that year. Celesta hadn't offered them her recently finished fourth book. Julie and Hadson, her editor, still wanted to improve it. And Celesta wanted to see how the next one did. If it was as successful as she hoped, she was going to ask for a lot more money on the next contract. The second thing that happened that summer was that totally by accident, through the creative writing professor, she got a summer job in Washington working for a major publisher for two months. The professor called her and asked if she'd be interested, and Julie wanted the job. It was a different publisher than her own, and she wanted to learn more about the business. She discussed it with Celesta that night, who encouraged her to do it, and she accepted the next day. It was an internship so the pay was minimal, but she had the money from her book deal, and still more than enough of what her father had left her. It was going to be an exciting summer for her. Julie loved being in Washington and learning more about publishing, and writing a completely different kind of book than she wrote before, although her first two books had terrific reviews.","Julie loved being in Washington and learning more about publishing, and writing a completely different kind of book than she wrote before, 36 ______her first two books had terrific reviews.","Julie loved being in Washington and learning more about publishing, and writing a completely different kind of book than she wrote before, althoughher first two books had terrific reviews."
4CCC78,Two years in a hut,32,agree,secure,ensure,prove,"Henry Thompson, a writer, built a hut on the shore of the pond and lived there all alone for two years. He did this for two reasons: because he wanted to prove that people spend too much time and money on food and clothes and because he wanted a perfectly quiet chance to write more books. According to the writer, he spent only one hundred dollars a year while he lived in this hut. He raised beans on his land, ate wild berries, caught fish and ""went visiting"" his friends and neighbours now and then. To buy his woodsman's clothes and a few necessities, he planted gardens, painted houses, and cut wood for his friends. This period influenced Henry's creative work a lot. He wrote a book called ""The Wood"" which tells all about these seven or eight hundred days he lived in his hut. Several other books also describe the time when he used to live all by himself. These sold very well. In all of them Henry was boasting that he had found the only sensible way to live. ""I am for simple living, and I enjoy being alone!"" he would declare in his books. He makes you feel, when you read his books, that it is fine to walk around the fields, sniffing the wild grape and the green grass, and that no one can find pleasure like the man who rows, and skates, and swims. However, people passing by the pond used to hear him whistling old ballads, or playing very softly and beautifully on a flute, and they thought he sounded lonely and sad.",He did this for two reasons: because he wanted to 32 ______ that people spend too much time and money on food and clothes and because he wanted a perfectly quiet chance to write more books.,He did this for two reasons: because he wanted to prove that people spend too much time and money on food and clothes and because he wanted a perfectly quiet chance to write more books.
4CCC78,Two years in a hut,33,Including,Regarding,Concerning,According,"Henry Thompson, a writer, built a hut on the shore of the pond and lived there all alone for two years. He did this for two reasons: because he wanted to prove that people spend too much time and money on food and clothes and because he wanted a perfectly quiet chance to write more books. According to the writer, he spent only one hundred dollars a year while he lived in this hut. He raised beans on his land, ate wild berries, caught fish and ""went visiting"" his friends and neighbours now and then. To buy his woodsman's clothes and a few necessities, he planted gardens, painted houses, and cut wood for his friends. This period influenced Henry's creative work a lot. He wrote a book called ""The Wood"" which tells all about these seven or eight hundred days he lived in his hut. Several other books also describe the time when he used to live all by himself. These sold very well. In all of them Henry was boasting that he had found the only sensible way to live. ""I am for simple living, and I enjoy being alone!"" he would declare in his books. He makes you feel, when you read his books, that it is fine to walk around the fields, sniffing the wild grape and the green grass, and that no one can find pleasure like the man who rows, and skates, and swims. However, people passing by the pond used to hear him whistling old ballads, or playing very softly and beautifully on a flute, and they thought he sounded lonely and sad.","33 ______ to the writer, he spent only one hundred dollars a year while he lived in this hut.","According to the writer, he spent only one hundred dollars a year while he lived in this hut."
4CCC78,Two years in a hut,34,says,talks,speaks,tells,"Henry Thompson, a writer, built a hut on the shore of the pond and lived there all alone for two years. He did this for two reasons: because he wanted to prove that people spend too much time and money on food and clothes and because he wanted a perfectly quiet chance to write more books. According to the writer, he spent only one hundred dollars a year while he lived in this hut. He raised beans on his land, ate wild berries, caught fish and ""went visiting"" his friends and neighbours now and then. To buy his woodsman's clothes and a few necessities, he planted gardens, painted houses, and cut wood for his friends. This period influenced Henry's creative work a lot. He wrote a book called ""The Wood"" which tells all about these seven or eight hundred days he lived in his hut. Several other books also describe the time when he used to live all by himself. These sold very well. In all of them Henry was boasting that he had found the only sensible way to live. ""I am for simple living, and I enjoy being alone!"" he would declare in his books. He makes you feel, when you read his books, that it is fine to walk around the fields, sniffing the wild grape and the green grass, and that no one can find pleasure like the man who rows, and skates, and swims. However, people passing by the pond used to hear him whistling old ballads, or playing very softly and beautifully on a flute, and they thought he sounded lonely and sad.","He wrote a book called ""The Wood"" which 34 ______ all about these seven or eight hundred days he lived in his hut.","He wrote a book called ""The Wood"" which tells all about these seven or eight hundred days he lived in his hut."
4CCC78,Two years in a hut,35,kept,made,held,used,"Henry Thompson, a writer, built a hut on the shore of the pond and lived there all alone for two years. He did this for two reasons: because he wanted to prove that people spend too much time and money on food and clothes and because he wanted a perfectly quiet chance to write more books. According to the writer, he spent only one hundred dollars a year while he lived in this hut. He raised beans on his land, ate wild berries, caught fish and ""went visiting"" his friends and neighbours now and then. To buy his woodsman's clothes and a few necessities, he planted gardens, painted houses, and cut wood for his friends. This period influenced Henry's creative work a lot. He wrote a book called ""The Wood"" which tells all about these seven or eight hundred days he lived in his hut. Several other books also describe the time when he used to live all by himself. These sold very well. In all of them Henry was boasting that he had found the only sensible way to live. ""I am for simple living, and I enjoy being alone!"" he would declare in his books. He makes you feel, when you read his books, that it is fine to walk around the fields, sniffing the wild grape and the green grass, and that no one can find pleasure like the man who rows, and skates, and swims. However, people passing by the pond used to hear him whistling old ballads, or playing very softly and beautifully on a flute, and they thought he sounded lonely and sad.",Several other books also describe the time when he 35 ______ to live all by himself.,Several other books also describe the time when he used to live all by himself.
4CCC78,Two years in a hut,36,amuse,please,satisfy,enjoy,"Henry Thompson, a writer, built a hut on the shore of the pond and lived there all alone for two years. He did this for two reasons: because he wanted to prove that people spend too much time and money on food and clothes and because he wanted a perfectly quiet chance to write more books. According to the writer, he spent only one hundred dollars a year while he lived in this hut. He raised beans on his land, ate wild berries, caught fish and ""went visiting"" his friends and neighbours now and then. To buy his woodsman's clothes and a few necessities, he planted gardens, painted houses, and cut wood for his friends. This period influenced Henry's creative work a lot. He wrote a book called ""The Wood"" which tells all about these seven or eight hundred days he lived in his hut. Several other books also describe the time when he used to live all by himself. These sold very well. In all of them Henry was boasting that he had found the only sensible way to live. ""I am for simple living, and I enjoy being alone!"" he would declare in his books. He makes you feel, when you read his books, that it is fine to walk around the fields, sniffing the wild grape and the green grass, and that no one can find pleasure like the man who rows, and skates, and swims. However, people passing by the pond used to hear him whistling old ballads, or playing very softly and beautifully on a flute, and they thought he sounded lonely and sad.","""I am for simple living, and I 36 ______ being alone!"" he would declare in his books.","""I am for simple living, and I enjoy being alone!"" he would declare in his books."
4CCC78,Two years in a hut,37,turns,gives,takes,makes,"Henry Thompson, a writer, built a hut on the shore of the pond and lived there all alone for two years. He did this for two reasons: because he wanted to prove that people spend too much time and money on food and clothes and because he wanted a perfectly quiet chance to write more books. According to the writer, he spent only one hundred dollars a year while he lived in this hut. He raised beans on his land, ate wild berries, caught fish and ""went visiting"" his friends and neighbours now and then. To buy his woodsman's clothes and a few necessities, he planted gardens, painted houses, and cut wood for his friends. This period influenced Henry's creative work a lot. He wrote a book called ""The Wood"" which tells all about these seven or eight hundred days he lived in his hut. Several other books also describe the time when he used to live all by himself. These sold very well. In all of them Henry was boasting that he had found the only sensible way to live. ""I am for simple living, and I enjoy being alone!"" he would declare in his books. He makes you feel, when you read his books, that it is fine to walk around the fields, sniffing the wild grape and the green grass, and that no one can find pleasure like the man who rows, and skates, and swims. However, people passing by the pond used to hear him whistling old ballads, or playing very softly and beautifully on a flute, and they thought he sounded lonely and sad.","He 37 ______ you feel, when you read his books, that it is fine to walk around the fields, sniffing the wild grape and the green grass, and that no one can find pleasure like the man who rows, and skates, and swims.","He makes you feel, when you read his books, that it is fine to walk around the fields, sniffing the wild grape and the green grass, and that no one can find pleasure like the man who rows, and skates, and swims."
4CCC78,Two years in a hut,38,Although,Otherwise,Moreover,However,"Henry Thompson, a writer, built a hut on the shore of the pond and lived there all alone for two years. He did this for two reasons: because he wanted to prove that people spend too much time and money on food and clothes and because he wanted a perfectly quiet chance to write more books. According to the writer, he spent only one hundred dollars a year while he lived in this hut. He raised beans on his land, ate wild berries, caught fish and ""went visiting"" his friends and neighbours now and then. To buy his woodsman's clothes and a few necessities, he planted gardens, painted houses, and cut wood for his friends. This period influenced Henry's creative work a lot. He wrote a book called ""The Wood"" which tells all about these seven or eight hundred days he lived in his hut. Several other books also describe the time when he used to live all by himself. These sold very well. In all of them Henry was boasting that he had found the only sensible way to live. ""I am for simple living, and I enjoy being alone!"" he would declare in his books. He makes you feel, when you read his books, that it is fine to walk around the fields, sniffing the wild grape and the green grass, and that no one can find pleasure like the man who rows, and skates, and swims. However, people passing by the pond used to hear him whistling old ballads, or playing very softly and beautifully on a flute, and they thought he sounded lonely and sad.","38 ______, people passing by the pond used to hear him whistling old ballads, or playing very softly and beautifully on a flute, and they thought he sounded lonely and sad.","However, people passing by the pond used to hear him whistling old ballads, or playing very softly and beautifully on a flute, and they thought he sounded lonely and sad."
53CB68,Becky,32,look,view,glimpse,sight,"Becky met Professor Alan Dobson at the lecture. His lecture was devoted to the British role after the war. Becky had fallen in love with Alan even before he started to speak. It was love at first sight. He was very handsome with a head of thick grey hair and large blue eyes. His athletic build belied his age, and suggested that he must spend almost as many hours in the gym as in the library. The second he began to speak, Becky was captivated by Dobson's energy, and within moments he had everyone in the auditorium sitting on the edge of their seats. Students began furiously writing down his every word. Speaking without notes, the professor nimbly switched from subject to subject, the role of Downing Street after the war, the dollar as the new world currency, oil becoming the commodity that would dominate the second half of the century and the future role of the British monarchy. When his lecture came to an end, Becky's only regret was that he'd scarcely touched on transport, with just a passing mention of how the airplane would change the new world order, both for business and tourism. She wanted him to expand his views on the future of the British shipping industry. But like a seasoned pro, he reminded his audience that he had written a book on the subject. Becky wouldn't be waiting for Christmas to get hold of a copy. It made her think about Ben, and hope his book tour was going as well in France.",It was love at first 32 ______.,It was love at first sight.
53CB68,Becky,33,offered,proposed,assumed,suggested,"Becky met Professor Alan Dobson at the lecture. His lecture was devoted to the British role after the war. Becky had fallen in love with Alan even before he started to speak. It was love at first sight. He was very handsome with a head of thick grey hair and large blue eyes. His athletic build belied his age, and suggested that he must spend almost as many hours in the gym as in the library. The second he began to speak, Becky was captivated by Dobson's energy, and within moments he had everyone in the auditorium sitting on the edge of their seats. Students began furiously writing down his every word. Speaking without notes, the professor nimbly switched from subject to subject, the role of Downing Street after the war, the dollar as the new world currency, oil becoming the commodity that would dominate the second half of the century and the future role of the British monarchy. When his lecture came to an end, Becky's only regret was that he'd scarcely touched on transport, with just a passing mention of how the airplane would change the new world order, both for business and tourism. She wanted him to expand his views on the future of the British shipping industry. But like a seasoned pro, he reminded his audience that he had written a book on the subject. Becky wouldn't be waiting for Christmas to get hold of a copy. It made her think about Ben, and hope his book tour was going as well in France.","His athletic build belied his age, and 33 ______ that he must spend almost as many hours in the gym as in the library.","His athletic build belied his age, and suggested that he must spend almost as many hours in the gym as in the library."
53CB68,Becky,34,tell,mention,chat,speak,"Becky met Professor Alan Dobson at the lecture. His lecture was devoted to the British role after the war. Becky had fallen in love with Alan even before he started to speak. It was love at first sight. He was very handsome with a head of thick grey hair and large blue eyes. His athletic build belied his age, and suggested that he must spend almost as many hours in the gym as in the library. The second he began to speak, Becky was captivated by Dobson's energy, and within moments he had everyone in the auditorium sitting on the edge of their seats. Students began furiously writing down his every word. Speaking without notes, the professor nimbly switched from subject to subject, the role of Downing Street after the war, the dollar as the new world currency, oil becoming the commodity that would dominate the second half of the century and the future role of the British monarchy. When his lecture came to an end, Becky's only regret was that he'd scarcely touched on transport, with just a passing mention of how the airplane would change the new world order, both for business and tourism. She wanted him to expand his views on the future of the British shipping industry. But like a seasoned pro, he reminded his audience that he had written a book on the subject. Becky wouldn't be waiting for Christmas to get hold of a copy. It made her think about Ben, and hope his book tour was going as well in France.","The second he began to 34 ______, Becky was captivated by Dobson's energy, and within moments he had everyone in the auditorium sitting on the edge of their seats.","The second he began to speak, Becky was captivated by Dobson's energy, and within moments he had everyone in the auditorium sitting on the edge of their seats."
53CB68,Becky,35,after,into,over,down,"Becky met Professor Alan Dobson at the lecture. His lecture was devoted to the British role after the war. Becky had fallen in love with Alan even before he started to speak. It was love at first sight. He was very handsome with a head of thick grey hair and large blue eyes. His athletic build belied his age, and suggested that he must spend almost as many hours in the gym as in the library. The second he began to speak, Becky was captivated by Dobson's energy, and within moments he had everyone in the auditorium sitting on the edge of their seats. Students began furiously writing down his every word. Speaking without notes, the professor nimbly switched from subject to subject, the role of Downing Street after the war, the dollar as the new world currency, oil becoming the commodity that would dominate the second half of the century and the future role of the British monarchy. When his lecture came to an end, Becky's only regret was that he'd scarcely touched on transport, with just a passing mention of how the airplane would change the new world order, both for business and tourism. She wanted him to expand his views on the future of the British shipping industry. But like a seasoned pro, he reminded his audience that he had written a book on the subject. Becky wouldn't be waiting for Christmas to get hold of a copy. It made her think about Ben, and hope his book tour was going as well in France.",Students began furiously writing 35 ______ his every word.,Students began furiously writing down his every word.
53CB68,Becky,36,dwelt,dealt,talked,touched,"Becky met Professor Alan Dobson at the lecture. His lecture was devoted to the British role after the war. Becky had fallen in love with Alan even before he started to speak. It was love at first sight. He was very handsome with a head of thick grey hair and large blue eyes. His athletic build belied his age, and suggested that he must spend almost as many hours in the gym as in the library. The second he began to speak, Becky was captivated by Dobson's energy, and within moments he had everyone in the auditorium sitting on the edge of their seats. Students began furiously writing down his every word. Speaking without notes, the professor nimbly switched from subject to subject, the role of Downing Street after the war, the dollar as the new world currency, oil becoming the commodity that would dominate the second half of the century and the future role of the British monarchy. When his lecture came to an end, Becky's only regret was that he'd scarcely touched on transport, with just a passing mention of how the airplane would change the new world order, both for business and tourism. She wanted him to expand his views on the future of the British shipping industry. But like a seasoned pro, he reminded his audience that he had written a book on the subject. Becky wouldn't be waiting for Christmas to get hold of a copy. It made her think about Ben, and hope his book tour was going as well in France.","When his lecture came to an end, Becky's only regret was that he'd scarcely 36 ______ on transport, with just a passing mention of how the airplane would change the new world order, both for business and tourism.","When his lecture came to an end, Becky's only regret was that he'd scarcely touched on transport, with just a passing mention of how the airplane would change the new world order, both for business and tourism."
53CB68,Becky,37,remembered,recollected,revised,reminded,"Becky met Professor Alan Dobson at the lecture. His lecture was devoted to the British role after the war. Becky had fallen in love with Alan even before he started to speak. It was love at first sight. He was very handsome with a head of thick grey hair and large blue eyes. His athletic build belied his age, and suggested that he must spend almost as many hours in the gym as in the library. The second he began to speak, Becky was captivated by Dobson's energy, and within moments he had everyone in the auditorium sitting on the edge of their seats. Students began furiously writing down his every word. Speaking without notes, the professor nimbly switched from subject to subject, the role of Downing Street after the war, the dollar as the new world currency, oil becoming the commodity that would dominate the second half of the century and the future role of the British monarchy. When his lecture came to an end, Becky's only regret was that he'd scarcely touched on transport, with just a passing mention of how the airplane would change the new world order, both for business and tourism. She wanted him to expand his views on the future of the British shipping industry. But like a seasoned pro, he reminded his audience that he had written a book on the subject. Becky wouldn't be waiting for Christmas to get hold of a copy. It made her think about Ben, and hope his book tour was going as well in France.","But like a seasoned pro, he 37 ______ his audience that he had written a book on the subject.","But like a seasoned pro, he reminded his audience that he had written a book on the subject."
53CB68,Becky,38,trip,travel,journey,tour,"Becky met Professor Alan Dobson at the lecture. His lecture was devoted to the British role after the war. Becky had fallen in love with Alan even before he started to speak. It was love at first sight. He was very handsome with a head of thick grey hair and large blue eyes. His athletic build belied his age, and suggested that he must spend almost as many hours in the gym as in the library. The second he began to speak, Becky was captivated by Dobson's energy, and within moments he had everyone in the auditorium sitting on the edge of their seats. Students began furiously writing down his every word. Speaking without notes, the professor nimbly switched from subject to subject, the role of Downing Street after the war, the dollar as the new world currency, oil becoming the commodity that would dominate the second half of the century and the future role of the British monarchy. When his lecture came to an end, Becky's only regret was that he'd scarcely touched on transport, with just a passing mention of how the airplane would change the new world order, both for business and tourism. She wanted him to expand his views on the future of the British shipping industry. But like a seasoned pro, he reminded his audience that he had written a book on the subject. Becky wouldn't be waiting for Christmas to get hold of a copy. It made her think about Ben, and hope his book tour was going as well in France.","It made her think about Ben, and hope his book 38 ______ was going as well in France.","It made her think about Ben, and hope his book tour was going as well in France."
546EB0,The man on the trail,32,watched,noticed,observed,looked,"It was a cold grey day when the man walked into the main Yukon trail. He climbed the snow-covered river bank where a trail went through the pine forest. It was a high bank, and the man paused to breathe at the top and looked at the sky. It was nine o'clock in the morning. There was no sun or even the promise of sunshine, Although there was not a cloud in the sky. It was a clear day, but the sun was absent from the sky. This fact did not worry the man because he could hardly remember a day when he had seen the sun. The man had come a long way alone, and he was really proud of himself. The old man from the village warned him how cold it sometimes got in this country. He said that no man should travel alone in this season. Despite all the problems on the way, the man managed to save himself. The Yukon River was hidden under three feet of ice with as many feet of snow on top. It was all pure white. North and south, as far as the eye could see, it was white. There was only a thin dark line that curved to the south. This dark line was the trail – the main trail. It led south 500 milesto the Chilcoot Pass. It led north 75 miles to Dawson and still farther on to the north a thousand miles more. However, all this – the distant trail, no sun in the sky, and the great cold – had no effect on the man. It was not because he was long familiar with it. On the contrary, he was a newcomer in the land, and this was his first winter.","It was a high bank, and the man paused to breathe at the top and 32 _______ at the sky.","It was a high bank, and the man paused to breathe at the top and looked at the sky."
546EB0,The man on the trail,33,therefore,otherwise,however,although,"It was a cold grey day when the man walked into the main Yukon trail. He climbed the snow-covered river bank where a trail went through the pine forest. It was a high bank, and the man paused to breathe at the top and looked at the sky. It was nine o'clock in the morning. There was no sun or even the promise of sunshine, Although there was not a cloud in the sky. It was a clear day, but the sun was absent from the sky. This fact did not worry the man because he could hardly remember a day when he had seen the sun. The man had come a long way alone, and he was really proud of himself. The old man from the village warned him how cold it sometimes got in this country. He said that no man should travel alone in this season. Despite all the problems on the way, the man managed to save himself. The Yukon River was hidden under three feet of ice with as many feet of snow on top. It was all pure white. North and south, as far as the eye could see, it was white. There was only a thin dark line that curved to the south. This dark line was the trail – the main trail. It led south 500 milesto the Chilcoot Pass. It led north 75 miles to Dawson and still farther on to the north a thousand miles more. However, all this – the distant trail, no sun in the sky, and the great cold – had no effect on the man. It was not because he was long familiar with it. On the contrary, he was a newcomer in the land, and this was his first winter.","There was no sun or even the promise of sunshine, 33 _______ there was not a cloud in the sky.","There was no sun or even the promise of sunshine, although there was not a cloud in the sky."
546EB0,The man on the trail,34,revise,review,remind,remember,"It was a cold grey day when the man walked into the main Yukon trail. He climbed the snow-covered river bank where a trail went through the pine forest. It was a high bank, and the man paused to breathe at the top and looked at the sky. It was nine o'clock in the morning. There was no sun or even the promise of sunshine, Although there was not a cloud in the sky. It was a clear day, but the sun was absent from the sky. This fact did not worry the man because he could hardly remember a day when he had seen the sun. The man had come a long way alone, and he was really proud of himself. The old man from the village warned him how cold it sometimes got in this country. He said that no man should travel alone in this season. Despite all the problems on the way, the man managed to save himself. The Yukon River was hidden under three feet of ice with as many feet of snow on top. It was all pure white. North and south, as far as the eye could see, it was white. There was only a thin dark line that curved to the south. This dark line was the trail – the main trail. It led south 500 milesto the Chilcoot Pass. It led north 75 miles to Dawson and still farther on to the north a thousand miles more. However, all this – the distant trail, no sun in the sky, and the great cold – had no effect on the man. It was not because he was long familiar with it. On the contrary, he was a newcomer in the land, and this was his first winter.",This fact did not worry the man because he could hardly 34 _______ a day when he had seen the sun.,This fact did not worry the man because he could hardly remember a day when he had seen the sun.
546EB0,The man on the trail,35,at,by,on,of,"It was a cold grey day when the man walked into the main Yukon trail. He climbed the snow-covered river bank where a trail went through the pine forest. It was a high bank, and the man paused to breathe at the top and looked at the sky. It was nine o'clock in the morning. There was no sun or even the promise of sunshine, Although there was not a cloud in the sky. It was a clear day, but the sun was absent from the sky. This fact did not worry the man because he could hardly remember a day when he had seen the sun. The man had come a long way alone, and he was really proud of himself. The old man from the village warned him how cold it sometimes got in this country. He said that no man should travel alone in this season. Despite all the problems on the way, the man managed to save himself. The Yukon River was hidden under three feet of ice with as many feet of snow on top. It was all pure white. North and south, as far as the eye could see, it was white. There was only a thin dark line that curved to the south. This dark line was the trail – the main trail. It led south 500 milesto the Chilcoot Pass. It led north 75 miles to Dawson and still farther on to the north a thousand miles more. However, all this – the distant trail, no sun in the sky, and the great cold – had no effect on the man. It was not because he was long familiar with it. On the contrary, he was a newcomer in the land, and this was his first winter.","The man had come a long way alone, and he was really proud 35 _______ himself.","The man had come a long way alone, and he was really proud of himself."
